Yard,Date of Detection,Time of Detection,Species Detected,Number of the Species Detected in the Photo
21,7/14/2021,13:41:02,Gray Squirrel,1
21,7/14/2021,13:55:19,Gray Squirrel,1
21,7/14/2021,14:36:12,Gray Squirrel,1
21,7/14/2021,14:48:25,Gray Squirrel,1
21,7/14/2021,20:35:54,Gray Squirrel,1
21,7/14/2021,22:06:24,Raccoon,1
21,7/14/2021,22:19:48,Raccoon,1
31,7/14/2021,21:44:38,White-tailed Deer,1
31,7/14/2021,22:44:03,White-tailed Deer,1
31,7/14/2021,22:58:20,White-tailed Deer,1
31,7/14/2021,23:06:30,White-tailed Deer,1
32,7/14/2021,19:38:24,Domestic Cat,1
34,7/14/2021,18:22:41,Cottontail,1
41,7/14/2021,19:56:05,White-tailed Deer,4
42,7/14/2021,16:54:57,Domestic Dog,1
42,7/14/2021,21:21:25,Domestic Dog,1
42,7/14/2021,11:47:57,White-tailed Deer,3
42,7/14/2021,11:04:28,Bird,8
46,7/14/2021,8:08:35,Person,1
53,7/14/2021,22:02:44,White-tailed Deer,2
68,7/14/2021,16:59:55,White-tailed Deer,1
72,7/14/2021,9:49:15,Person,1
74,7/14/2021,22:08:37,Nine-banded Armadillo,1
89,7/14/2021,20:44:05,Domestic Cat,1
89,7/14/2021,18:16:00,Gray Squirrel,1
101,7/14/2021,9:25:35,Groundhog,1
101,7/14/2021,10:00:37,Groundhog,1
101,7/14/2021,20:14:51,Groundhog,1
4,7/15/2021,11:56:28,Bird,1
4,7/15/2021,9:27:27,Person,1
4,7/15/2021,21:22:17,45 Opossum,1
4,7/15/2021,22:10:21,45 Opossum,1
4,7/15/2021,23:14:05,45 Opossum,1
7,7/15/2021,23:55:32,Raccoon,0
7,7/15/2021,19:11:21,White-tailed Deer,2
7,7/15/2021,19:16:42,White-tailed Deer,5
15,7/15/2021,12:30:08,Domestic Cat,1
15,7/15/2021,20:10:28,White-tailed Deer,2
15,7/15/2021,20:27:20,White-tailed Deer,2
15,7/15/2021,21:44:01,White-tailed Deer,2
15,7/15/2021,22:21:58,White-tailed Deer,2
15,7/15/2021,22:28:45,White-tailed Deer,2
15,7/15/2021,22:45:41,White-tailed Deer,2
21,7/15/2021,8:50:08,Gray Squirrel,1
21,7/15/2021,9:03:52,Gray Squirrel,1
21,7/15/2021,10:46:57,Gray Squirrel,1
21,7/15/2021,23:50:15,Raccoon,4
31,7/15/2021,18:10:00,White-tailed Deer,1
31,7/15/2021,20:12:39,White-tailed Deer,1
31,7/15/2021,20:12:49,White-tailed Deer,1
31,7/15/2021,20:27:45,White-tailed Deer,1
31,7/15/2021,20:28:17,White-tailed Deer,1
31,7/15/2021,20:28:27,White-tailed Deer,1
31,7/15/2021,21:17:02,White-tailed Deer,1
31,7/15/2021,21:22:49,White-tailed Deer,2
31,7/15/2021,21:52:15,White-tailed Deer,3
31,7/15/2021,23:08:33,White-tailed Deer,3
32,7/15/2021,12:23:20,Domestic Cat,1
34,7/15/2021,10:58:09,Cottontail,1
34,7/15/2021,13:27:27,Person,1
41,7/15/2021,17:38:52,White-tailed Deer,1
42,7/15/2021,13:54:58,Domestic Dog,1
42,7/15/2021,14:44:00,Domestic Dog,1
42,7/15/2021,15:03:18,Domestic Dog,1
42,7/15/2021,15:23:29,Domestic Dog,1
42,7/15/2021,15:31:12,Domestic Dog,1
42,7/15/2021,8:39:42,Person,1
42,7/15/2021,16:17:45,Person,1
42,7/15/2021,13:44:43,Domestic Dog,2
43,7/15/2021,9:26:25,Domestic Dog,1
43,7/15/2021,9:33:26,Gray Squirrel,1
46,7/15/2021,12:41:35,Domestic Dog,1
74,7/15/2021,10:04:25,Gray Squirrel,1
74,7/15/2021,13:47:39,Gray Squirrel,1
82,7/15/2021,13:01:44,Bird,1
82,7/15/2021,14:33:43,Gray Squirrel,1
82,7/15/2021,21:16:59,45 Opossum,1
84,7/15/2021,8:32:58,Bird,1
84,7/15/2021,18:51:50,Gray Squirrel,1
87,7/15/2021,19:18:42,Gray Squirrel,1
87,7/15/2021,16:56:28,White-tailed Deer,1
87,7/15/2021,20:21:21,White-tailed Deer,1
89,7/15/2021,11:07:58,Gray Squirrel,1
89,7/15/2021,21:20:56,Red Fox,1
90,7/15/2021,8:37:44,Bird,1
90,7/15/2021,10:36:24,Bird,1
90,7/15/2021,12:33:45,Bird,1
90,7/15/2021,13:50:55,Bird,1
90,7/15/2021,15:17:43,Bird,1
90,7/15/2021,15:32:04,Bird,1
90,7/15/2021,16:26:44,Bird,1
90,7/15/2021,16:26:49,Bird,1
90,7/15/2021,17:30:18,Bird,1
90,7/15/2021,18:03:55,Bird,1
90,7/15/2021,19:24:59,Bird,1
90,7/15/2021,18:25:08,Gray Squirrel,1
99,7/15/2021,21:33:10,White-tailed Deer,1
99,7/15/2021,21:43:46,White-tailed Deer,1
101,7/15/2021,21:06:02,Domestic Cat,1
101,7/15/2021,8:01:57,Person,1
3,7/16/2021,14:11:09,Gray Squirrel,1
3,7/16/2021,21:05:09,Rat,1
4,7/16/2021,14:51:26,Bird,1
4,7/16/2021,13:06:54,Gray Squirrel,1
4,7/16/2021,13:13:48,Gray Squirrel,1
4,7/16/2021,20:56:01,45 Opossum,1
7,7/16/2021,23:33:07,Raccoon,2
15,7/16/2021,9:12:03,White-tailed Deer,1
15,7/16/2021,9:18:18,White-tailed Deer,4
15,7/16/2021,9:58:51,White-tailed Deer,4
21,7/16/2021,14:39:14,Gray Squirrel,1
21,7/16/2021,19:52:50,Person,1
31,7/16/2021,18:25:26,White-tailed Deer,1
31,7/16/2021,21:39:57,White-tailed Deer,1
31,7/16/2021,21:52:14,White-tailed Deer,1
31,7/16/2021,21:55:32,White-tailed Deer,1
31,7/16/2021,22:21:54,White-tailed Deer,1
31,7/16/2021,21:14:50,White-tailed Deer,2
31,7/16/2021,20:35:57,White-tailed Deer,3
31,7/16/2021,21:04:23,White-tailed Deer,3
32,7/16/2021,23:17:03,Domestic Cat,1
34,7/16/2021,20:03:31,Cottontail,1
35,7/16/2021,14:46:49,White-tailed Deer,1
41,7/16/2021,23:39:07,Raccoon,1
41,7/16/2021,10:55:59,White-tailed Deer,1
41,7/16/2021,19:49:59,White-tailed Deer,3
41,7/16/2021,20:05:57,White-tailed Deer,4
42,7/16/2021,20:24:37,Domestic Dog,1
42,7/16/2021,16:38:14,Person,1
42,7/16/2021,17:52:03,Person,1
42,7/16/2021,21:05:24,Person,1
42,7/16/2021,21:17:39,Person,1
42,7/16/2021,21:29:19,Person,1
42,7/16/2021,21:40:31,Person,1
42,7/16/2021,21:51:37,Person,1
42,7/16/2021,22:02:50,Person,1
42,7/16/2021,22:14:22,Person,1
42,7/16/2021,22:25:43,Person,1
42,7/16/2021,22:45:52,Person,1
42,7/16/2021,23:00:32,Person,1
42,7/16/2021,23:53:45,Person,1
43,7/16/2021,18:34:55,Domestic Dog,1
43,7/16/2021,12:34:36,Gray Squirrel,1
43,7/16/2021,22:39:28,45 Opossum,1
44,7/16/2021,13:01:46,Gray Squirrel,1
44,7/16/2021,13:54:46,Gray Squirrel,1
44,7/16/2021,14:45:06,Gray Squirrel,1
53,7/16/2021,8:23:36,White-tailed Deer,1
68,7/16/2021,12:26:45,White-tailed Deer,1
68,7/16/2021,12:30:18,White-tailed Deer,1
68,7/16/2021,19:01:34,White-tailed Deer,1
68,7/16/2021,19:02:23,White-tailed Deer,1
74,7/16/2021,23:49:18,Rat,1
77,7/16/2021,19:04:54,Domestic Cat,1
77,7/16/2021,22:31:49,White-tailed Deer,1
82,7/16/2021,21:03:24,45 Opossum,1
84,7/16/2021,13:05:54,Bird,1
84,7/16/2021,23:16:26,Nine-banded Armadillo,1
87,7/16/2021,13:33:38,Gray Squirrel,1
87,7/16/2021,22:37:01,45 Opossum,1
89,7/16/2021,14:46:59,Gray Squirrel,1
90,7/16/2021,8:42:19,Bird,1
90,7/16/2021,10:24:01,Bird,1
90,7/16/2021,11:33:57,Bird,1
90,7/16/2021,13:22:37,Bird,1
90,7/16/2021,15:43:20,Bird,1
90,7/16/2021,19:20:38,Bird,1
90,7/16/2021,19:12:12,Cottontail,1
3,7/17/2021,8:06:39,Gray Squirrel,1
3,7/17/2021,21:41:25,Rat,1
3,7/17/2021,21:50:37,Rat,1
3,7/17/2021,22:10:03,Rat,1
3,7/17/2021,22:24:29,Rat,1
4,7/17/2021,13:51:36,Person,1
4,7/17/2021,21:02:43,45 Opossum,1
4,7/17/2021,21:48:39,45 Opossum,1
4,7/17/2021,23:42:16,45 Opossum,1
15,7/17/2021,11:04:43,Bird,1
15,7/17/2021,15:36:55,Domestic Cat,1
21,7/17/2021,12:29:02,Gray Squirrel,1
21,7/17/2021,12:46:30,Gray Squirrel,1
21,7/17/2021,13:07:22,Gray Squirrel,1
21,7/17/2021,13:23:54,Gray Squirrel,1
21,7/17/2021,14:34:42,Gray Squirrel,1
21,7/17/2021,15:45:06,Gray Squirrel,1
21,7/17/2021,15:52:39,Gray Squirrel,1
21,7/17/2021,16:06:58,Gray Squirrel,1
21,7/17/2021,16:26:08,Gray Squirrel,1
21,7/17/2021,17:36:37,Gray Squirrel,1
21,7/17/2021,19:00:48,Gray Squirrel,1
21,7/17/2021,21:12:40,Raccoon,1
21,7/17/2021,21:36:23,Raccoon,1
21,7/17/2021,23:09:46,Raccoon,4
23,7/17/2021,14:28:56,Red Fox,1
25,7/17/2021,12:54:35,Bird,1
25,7/17/2021,23:30:27,Raccoon,1
30,7/17/2021,12:32:30,Bird,1
30,7/17/2021,13:23:39,Bird,1
30,7/17/2021,13:33:11,Bird,1
31,7/17/2021,11:44:00,Gray Squirrel,1
31,7/17/2021,22:06:46,45 Opossum,1
31,7/17/2021,20:59:32,White-tailed Deer,1
31,7/17/2021,22:16:20,White-tailed Deer,1
31,7/17/2021,19:42:40,White-tailed Deer,2
31,7/17/2021,10:21:19,White-tailed Deer,3
31,7/17/2021,10:31:55,White-tailed Deer,4
31,7/17/2021,20:00:20,White-tailed Deer,4
31,7/17/2021,19:17:01,White-tailed Deer,5
32,7/17/2021,17:37:21,Domestic Cat,1
32,7/17/2021,18:24:36,Domestic Cat,1
35,7/17/2021,12:59:16,White-tailed Deer,1
35,7/17/2021,17:04:15,White-tailed Deer,1
35,7/17/2021,22:18:26,White-tailed Deer,1
41,7/17/2021,21:21:22,White-tailed Deer,1
42,7/17/2021,9:43:24,Domestic Dog,1
42,7/17/2021,9:07:13,Person,1
42,7/17/2021,9:19:32,Person,1
42,7/17/2021,10:19:59,Person,1
42,7/17/2021,10:26:48,Person,1
42,7/17/2021,12:08:58,Person,1
42,7/17/2021,12:09:03,Person,1
42,7/17/2021,12:16:14,Person,1
42,7/17/2021,12:33:18,Person,1
42,7/17/2021,12:54:33,Person,1
42,7/17/2021,13:26:35,Person,1
42,7/17/2021,14:58:02,Person,1
42,7/17/2021,15:17:00,Person,1
42,7/17/2021,17:26:34,Person,1
42,7/17/2021,17:48:55,Person,1
42,7/17/2021,17:58:11,Person,1
43,7/17/2021,9:40:08,Domestic Dog,1
43,7/17/2021,9:23:48,Gray Squirrel,1
46,7/17/2021,16:52:23,Bird,1
46,7/17/2021,18:32:55,Bird,1
46,7/17/2021,16:00:23,Domestic Dog,1
46,7/17/2021,11:33:56,Person,1
46,7/17/2021,17:51:01,Person,1
53,7/17/2021,20:03:20,White-tailed Deer,1
55,7/17/2021,23:03:21,Cottontail,1
55,7/17/2021,12:03:45,Gray Squirrel,1
74,7/17/2021,21:42:06,Nine-banded Armadillo,1
74,7/17/2021,23:06:12,Rat,1
77,7/17/2021,21:08:34,White-tailed Deer,1
77,7/17/2021,21:09:51,White-tailed Deer,1
77,7/17/2021,22:15:16,White-tailed Deer,1
82,7/17/2021,13:28:43,Bird,1
82,7/17/2021,13:06:04,Gray Squirrel,1
84,7/17/2021,11:23:37,Gray Squirrel,1
87,7/17/2021,23:18:31,Nine-banded Armadillo,1
87,7/17/2021,10:04:43,White-tailed Deer,1
89,7/17/2021,12:00:47,Domestic Cat,1
90,7/17/2021,13:30:03,Bird,1
90,7/17/2021,22:43:51,45 Opossum,1
99,7/17/2021,15:03:52,Gray Squirrel,1
3,7/18/2021,11:11:02,Gray Squirrel,1
3,7/18/2021,12:50:48,Gray Squirrel,1
3,7/18/2021,21:11:02,Rat,1
3,7/18/2021,23:55:40,Rat,1
4,7/18/2021,12:53:05,Bird,1
4,7/18/2021,14:22:35,Bird,1
4,7/18/2021,23:13:23,45 Opossum,1
13,7/18/2021,15:58:20,Domestic Dog,1
15,7/18/2021,12:44:55,Bird,1
15,7/18/2021,22:47:13,White-tailed Deer,1
15,7/18/2021,23:21:24,White-tailed Deer,1
15,7/18/2021,23:21:50,White-tailed Deer,1
15,7/18/2021,22:14:19,White-tailed Deer,4
21,7/18/2021,9:45:07,Gray Squirrel,1
21,7/18/2021,9:53:51,Gray Squirrel,1
21,7/18/2021,10:34:14,Gray Squirrel,1
21,7/18/2021,11:03:39,Gray Squirrel,1
21,7/18/2021,11:49:18,Gray Squirrel,1
21,7/18/2021,12:06:23,Gray Squirrel,1
21,7/18/2021,12:46:30,Gray Squirrel,1
21,7/18/2021,12:51:40,Gray Squirrel,1
21,7/18/2021,13:24:11,Gray Squirrel,1
21,7/18/2021,13:33:27,Gray Squirrel,1
21,7/18/2021,13:42:07,Gray Squirrel,1
21,7/18/2021,14:01:01,Gray Squirrel,1
21,7/18/2021,15:22:27,Gray Squirrel,1
21,7/18/2021,15:33:47,Gray Squirrel,1
21,7/18/2021,16:30:29,Gray Squirrel,1
21,7/18/2021,17:45:54,Gray Squirrel,1
21,7/18/2021,18:21:28,Gray Squirrel,1
21,7/18/2021,18:41:10,Gray Squirrel,1
21,7/18/2021,19:24:26,Gray Squirrel,1
21,7/18/2021,19:31:59,Gray Squirrel,1
21,7/18/2021,19:43:29,Gray Squirrel,1
21,7/18/2021,20:34:24,Gray Squirrel,1
21,7/18/2021,11:10:21,Gray Squirrel,2
21,7/18/2021,13:00:15,Gray Squirrel,2
21,7/18/2021,18:32:35,Gray Squirrel,3
23,7/18/2021,21:32:22,White-tailed Deer,1
25,7/18/2021,20:22:50,Bird,1
31,7/18/2021,10:52:13,Gray Squirrel,1
31,7/18/2021,21:14:29,White-tailed Deer,1
31,7/18/2021,22:02:18,White-tailed Deer,1
31,7/18/2021,20:41:16,White-tailed Deer,2
31,7/18/2021,19:45:44,White-tailed Deer,3
31,7/18/2021,20:18:33,White-tailed Deer,4
31,7/18/2021,20:06:50,White-tailed Deer,5
32,7/18/2021,10:56:23,Domestic Cat,1
32,7/18/2021,22:14:07,Raccoon,1
32,7/18/2021,23:00:59,Raccoon,1
34,7/18/2021,15:34:34,Cottontail,1
34,7/18/2021,17:25:12,Cottontail,1
35,7/18/2021,16:53:28,White-tailed Deer,2
41,7/18/2021,15:51:27,Gray Squirrel,1
41,7/18/2021,21:27:34,Raccoon,1
42,7/18/2021,14:02:05,Domestic Dog,1
42,7/18/2021,17:57:52,Domestic Dog,1
42,7/18/2021,11:40:04,Person,1
42,7/18/2021,12:49:40,Person,1
42,7/18/2021,13:43:45,Person,1
42,7/18/2021,14:09:43,Person,1
42,7/18/2021,14:27:34,Person,1
42,7/18/2021,15:20:05,Person,1
43,7/18/2021,14:26:14,Bird,1
43,7/18/2021,14:59:18,Bird,1
43,7/18/2021,15:18:42,Bird,1
43,7/18/2021,16:47:41,Bird,1
43,7/18/2021,8:48:20,Domestic Dog,1
43,7/18/2021,10:32:52,Domestic Dog,1
43,7/18/2021,20:52:43,Domestic Dog,1
43,7/18/2021,21:31:58,Domestic Dog,1
43,7/18/2021,21:45:47,Domestic Dog,1
43,7/18/2021,21:56:13,Domestic Dog,1
43,7/18/2021,22:13:51,Domestic Dog,1
44,7/18/2021,10:26:49,Gray Squirrel,1
46,7/18/2021,10:58:41,Bird,1
48,7/18/2021,16:43:58,Domestic Dog,1
53,7/18/2021,19:28:02,Domestic Dog,1
53,7/18/2021,9:22:51,Gray Squirrel,1
53,7/18/2021,12:19:20,White-tailed Deer,1
53,7/18/2021,12:21:58,White-tailed Deer,1
55,7/18/2021,14:02:32,Gray Squirrel,1
74,7/18/2021,12:00:41,Gray Squirrel,1
74,7/18/2021,12:25:37,Gray Squirrel,1
74,7/18/2021,23:26:53,Rat,1
77,7/18/2021,23:07:31,Red Fox,1
82,7/18/2021,11:12:19,Chipmunk,1
82,7/18/2021,15:35:12,Cottontail,1
89,7/18/2021,11:02:49,Gray Squirrel,1
89,7/18/2021,12:11:15,Gray Squirrel,1
89,7/18/2021,22:00:12,Raccoon,1
89,7/18/2021,8:45:15,White-tailed Deer,1
89,7/18/2021,8:45:34,White-tailed Deer,1
90,7/18/2021,8:52:31,Bird,1
90,7/18/2021,10:32:56,Bird,1
90,7/18/2021,16:21:34,Domestic Dog,1
90,7/18/2021,22:43:27,45 Opossum,1
101,7/18/2021,12:02:29,Groundhog,1
101,7/18/2021,18:23:38,Groundhog,1
3,7/19/2021,11:43:10,Bird,1
3,7/19/2021,22:20:35,Rat,1
4,7/19/2021,15:19:52,Bird,1
4,7/19/2021,21:21:15,45 Opossum,1
7,7/19/2021,21:24:00,Raccoon,0
7,7/19/2021,19:20:56,White-tailed Deer,1
13,7/19/2021,17:27:16,Domestic Dog,1
15,7/19/2021,21:22:06,Raccoon,1
21,7/19/2021,11:44:30,Gray Squirrel,1
21,7/19/2021,16:54:40,Gray Squirrel,1
21,7/19/2021,17:01:57,Gray Squirrel,1
21,7/19/2021,17:49:10,Gray Squirrel,1
21,7/19/2021,18:39:57,Gray Squirrel,1
21,7/19/2021,19:04:31,Gray Squirrel,1
21,7/19/2021,19:12:23,Gray Squirrel,1
21,7/19/2021,19:27:40,Gray Squirrel,1
21,7/19/2021,19:35:22,Gray Squirrel,1
21,7/19/2021,20:16:12,Gray Squirrel,1
21,7/19/2021,21:46:25,Raccoon,1
21,7/19/2021,23:07:24,Raccoon,1
21,7/19/2021,23:25:08,Red Fox,1
23,7/19/2021,20:36:22,Red Fox,1
25,7/19/2021,8:07:38,Coyote,1
25,7/19/2021,16:24:28,Groundhog,1
25,7/19/2021,18:52:10,Groundhog,1
30,7/19/2021,20:05:44,Person,1
30,7/19/2021,22:33:36,Raccoon,1
31,7/19/2021,21:38:50,White-tailed Deer,1
31,7/19/2021,23:18:54,White-tailed Deer,1
31,7/19/2021,20:56:16,White-tailed Deer,3
32,7/19/2021,8:50:56,Domestic Cat,1
32,7/19/2021,19:20:29,Domestic Cat,1
32,7/19/2021,21:36:09,Domestic Cat,1
34,7/19/2021,12:44:54,Cottontail,1
34,7/19/2021,23:03:58,Cottontail,1
35,7/19/2021,12:10:07,White-tailed Deer,1
42,7/19/2021,14:34:46,Domestic Dog,1
42,7/19/2021,14:36:26,Person,1
42,7/19/2021,15:35:09,Person,1
42,7/19/2021,15:45:56,Person,1
42,7/19/2021,16:06:22,Person,1
42,7/19/2021,16:25:44,Person,1
42,7/19/2021,16:44:29,Person,1
42,7/19/2021,16:51:41,Person,1
42,7/19/2021,17:11:16,Person,1
42,7/19/2021,18:55:06,Bird,3
43,7/19/2021,16:14:06,Bird,1
43,7/19/2021,9:27:50,Domestic Dog,1
44,7/19/2021,19:03:04,Person,1
46,7/19/2021,13:45:11,Person,1
46,7/19/2021,13:55:09,Person,1
55,7/19/2021,11:22:59,Gray Squirrel,1
74,7/19/2021,10:34:55,Gray Squirrel,1
74,7/19/2021,15:58:51,Gray Squirrel,1
74,7/19/2021,19:08:33,White-tailed Deer,1
74,7/19/2021,23:00:48,White-tailed Deer,1
77,7/19/2021,21:57:11,Cottontail,1
77,7/19/2021,18:58:21,Domestic Cat,1
82,7/19/2021,16:01:36,Bird,1
82,7/19/2021,10:26:22,Gray Squirrel,1
84,7/19/2021,12:02:13,Bird,1
84,7/19/2021,19:04:00,Bird,1
87,7/19/2021,17:00:40,Person,1
87,7/19/2021,17:16:54,Person,1
87,7/19/2021,20:26:05,White-tailed Deer,1
87,7/19/2021,20:31:58,White-tailed Deer,1
89,7/19/2021,14:53:22,Gray Squirrel,1
89,7/19/2021,20:03:16,Red Fox,1
90,7/19/2021,11:58:35,Gray Squirrel,1
90,7/19/2021,12:04:25,Gray Squirrel,1
90,7/19/2021,23:00:17,45 Opossum,1
99,7/19/2021,8:53:57,White-tailed Deer,1
3,7/20/2021,21:59:05,Rat,1
4,7/20/2021,21:10:31,45 Opossum,1
4,7/20/2021,22:31:21,45 Opossum,1
11,7/20/2021,8:19:01,Domestic Dog,1
14,7/20/2021,16:47:23,Gray Squirrel,1
15,7/20/2021,9:12:12,White-tailed Deer,1
15,7/20/2021,20:20:12,White-tailed Deer,1
15,7/20/2021,23:32:01,White-tailed Deer,1
15,7/20/2021,19:30:54,White-tailed Deer,3
15,7/20/2021,23:45:35,White-tailed Deer,3
15,7/20/2021,20:09:48,White-tailed Deer,4
15,7/20/2021,23:10:56,White-tailed Deer,4
21,7/20/2021,20:00:02,Bird,1
21,7/20/2021,10:14:35,Gray Squirrel,1
21,7/20/2021,13:53:38,Gray Squirrel,1
21,7/20/2021,14:03:18,Gray Squirrel,1
21,7/20/2021,15:05:48,Gray Squirrel,1
21,7/20/2021,15:21:22,Gray Squirrel,1
21,7/20/2021,15:44:56,Gray Squirrel,1
21,7/20/2021,15:53:39,Gray Squirrel,1
21,7/20/2021,20:31:53,Gray Squirrel,1
21,7/20/2021,19:08:54,Person,1
21,7/20/2021,19:29:55,Person,1
21,7/20/2021,22:59:12,45 Opossum,1
23,7/20/2021,13:24:26,Bird,1
23,7/20/2021,13:29:58,Bird,1
25,7/20/2021,21:46:08,Cottontail,1
25,7/20/2021,23:05:07,Gray Fox,1
25,7/20/2021,15:56:36,Groundhog,1
25,7/20/2021,18:45:56,Groundhog,1
25,7/20/2021,18:13:45,White-tailed Deer,2
30,7/20/2021,11:26:10,Bird,1
30,7/20/2021,16:19:02,Bird,1
31,7/20/2021,18:20:50,White-tailed Deer,1
31,7/20/2021,23:47:58,White-tailed Deer,1
32,7/20/2021,20:15:31,Domestic Cat,1
33,7/20/2021,10:27:59,Bird,1
33,7/20/2021,11:36:31,Bird,1
33,7/20/2021,19:13:46,Bird,1
35,7/20/2021,15:37:19,White-tailed Deer,1
42,7/20/2021,15:49:13,Domestic Dog,1
42,7/20/2021,18:04:49,Domestic Dog,1
42,7/20/2021,8:26:49,Person,1
43,7/20/2021,8:51:02,Domestic Dog,1
43,7/20/2021,13:36:09,Domestic Dog,1
43,7/20/2021,21:34:32,Domestic Dog,1
43,7/20/2021,18:24:32,Gray Squirrel,1
43,7/20/2021,11:27:14,Person,1
44,7/20/2021,10:33:42,Gray Squirrel,1
46,7/20/2021,8:33:06,Bird,1
53,7/20/2021,23:07:17,Nine-banded Armadillo,1
53,7/20/2021,14:21:11,White-tailed Deer,1
55,7/20/2021,8:26:58,Cottontail,1
55,7/20/2021,11:08:21,Gray Squirrel,1
55,7/20/2021,16:43:53,Gray Squirrel,1
55,7/20/2021,21:53:17,Raccoon,1
55,7/20/2021,21:17:03,45 Opossum,1
65,7/20/2021,8:49:16,Bird,1
68,7/20/2021,14:29:57,Gray Squirrel,1
74,7/20/2021,23:24:14,Raccoon,1
75,7/20/2021,14:47:32,Gray Squirrel,1
75,7/20/2021,20:19:24,Gray Squirrel,1
75,7/20/2021,23:32:20,Nine-banded Armadillo,1
75,7/20/2021,23:11:02,Red Fox,1
77,7/20/2021,18:30:26,Domestic Cat,1
77,7/20/2021,23:01:14,Red Fox,1
80,7/20/2021,20:49:15,White-tailed Deer,1
82,7/20/2021,11:49:33,Bird,1
82,7/20/2021,10:38:14,Gray Squirrel,1
84,7/20/2021,14:32:33,Bird,1
87,7/20/2021,18:58:28,Gray Squirrel,1
87,7/20/2021,15:13:57,White-tailed Deer,1
89,7/20/2021,9:54:29,Gray Squirrel,1
89,7/20/2021,22:53:19,Mouse,1
90,7/20/2021,11:28:47,Bird,1
90,7/20/2021,16:57:31,Bird,1
90,7/20/2021,17:43:39,Cottontail,1
99,7/20/2021,18:01:16,Gray Squirrel,1
101,7/20/2021,14:25:34,Groundhog,1
3,7/21/2021,21:23:30,Rat,1
4,7/21/2021,21:17:35,45 Opossum,1
4,7/21/2021,23:34:03,45 Opossum,1
11,7/21/2021,15:52:28,Gray Squirrel,1
11,7/21/2021,13:31:11,Person,1
14,7/21/2021,10:44:26,Domestic Dog,1
14,7/21/2021,15:26:34,Domestic Dog,1
14,7/21/2021,15:56:32,Domestic Dog,1
14,7/21/2021,10:42:10,Person,1
15,7/21/2021,12:58:02,Groundhog,1
15,7/21/2021,13:03:32,Groundhog,1
15,7/21/2021,14:15:56,Groundhog,1
15,7/21/2021,14:23:43,Groundhog,1
21,7/21/2021,8:25:12,Gray Squirrel,1
21,7/21/2021,8:46:54,Gray Squirrel,1
21,7/21/2021,9:19:22,Gray Squirrel,1
21,7/21/2021,9:31:59,Gray Squirrel,1
21,7/21/2021,10:54:36,Gray Squirrel,1
21,7/21/2021,12:11:23,Gray Squirrel,1
21,7/21/2021,12:16:36,Gray Squirrel,1
21,7/21/2021,13:26:42,Gray Squirrel,1
21,7/21/2021,16:46:19,Gray Squirrel,1
21,7/21/2021,19:29:49,Gray Squirrel,1
23,7/21/2021,18:54:30,Red Fox,1
23,7/21/2021,20:07:20,Red Fox,1
23,7/21/2021,21:04:35,Red Fox,1
25,7/21/2021,17:56:39,Gray Fox,1
25,7/21/2021,11:10:51,Groundhog,1
25,7/21/2021,11:49:12,Groundhog,1
25,7/21/2021,12:28:40,Groundhog,1
25,7/21/2021,15:21:28,Groundhog,1
25,7/21/2021,17:20:03,Groundhog,1
25,7/21/2021,18:28:05,Groundhog,1
25,7/21/2021,23:18:15,Nine-banded Armadillo,1
25,7/21/2021,10:28:08,Person,1
25,7/21/2021,22:39:23,Raccoon,1
30,7/21/2021,15:20:51,Bird,1
30,7/21/2021,16:36:29,Bird,2
32,7/21/2021,13:40:36,Groundhog,1
32,7/21/2021,9:35:12,Person,1
32,7/21/2021,21:40:09,Raccoon,1
32,7/21/2021,22:26:49,Raccoon,1
33,7/21/2021,11:25:49,Bird,1
33,7/21/2021,10:47:52,Person,1
33,7/21/2021,10:53:52,Person,1
33,7/21/2021,16:13:47,Person,1
33,7/21/2021,16:30:25,Person,1
33,7/21/2021,16:39:05,Person,1
33,7/21/2021,16:46:29,Person,1
33,7/21/2021,17:29:33,Person,1
33,7/21/2021,22:39:23,Nine-banded Armadillo,2
34,7/21/2021,13:59:28,White-tailed Deer,1
41,7/21/2021,14:30:28,Gray Squirrel,1
43,7/21/2021,12:30:47,Bird,1
43,7/21/2021,14:56:43,Bird,1
43,7/21/2021,15:16:01,Bird,1
43,7/21/2021,15:26:17,Bird,1
43,7/21/2021,16:59:47,Bird,1
43,7/21/2021,8:05:38,Domestic Dog,1
43,7/21/2021,17:46:54,Domestic Dog,1
43,7/21/2021,21:16:47,Domestic Dog,1
44,7/21/2021,20:03:08,Person,1
53,7/21/2021,21:16:53,Cottontail,1
53,7/21/2021,10:59:18,White-tailed Deer,1
53,7/21/2021,10:59:45,White-tailed Deer,1
55,7/21/2021,11:08:19,Gray Squirrel,1
55,7/21/2021,23:58:22,45 Opossum,1
65,7/21/2021,20:23:46,Person,1
65,7/21/2021,20:45:00,Person,1
74,7/21/2021,10:10:12,Gray Squirrel,1
74,7/21/2021,21:56:36,Rat,1
74,7/21/2021,22:16:44,45 Opossum,1
75,7/21/2021,14:39:00,Gray Squirrel,1
75,7/21/2021,19:46:11,Gray Squirrel,1
75,7/21/2021,23:01:28,Red Fox,1
77,7/21/2021,21:06:59,Red Fox,1
80,7/21/2021,8:55:58,White-tailed Deer,1
80,7/21/2021,10:12:11,White-tailed Deer,1
84,7/21/2021,12:20:44,Gray Squirrel,1
